id,name,stage,account_id,primary_contact_id,owner_id,rpu,status_note,source,expected_close_date,won_date,close_date,stage_changed_at,monday_item_id,created_at,updated_at,intake_meta,client_summary,client_research,researched_at,counterparty_id,min_dscr,project_irr,lcoe_mxn_kwh,pd,lgd,ead_mxn,el_mxn,ecl_stage,ecl_provision,sector,estado,currency,lost_reason,archived_at,company_id
4ce13912-e776-4c7a-9619-4c15a0d6ae46,Universidad Anahuac,lead,,,3ab07d9d-58d6-46af-ab1b-d5020d67fde1,,,,,,,,9916219555,2026-07-08 10:23:11.648137+00,2026-07-08 10:23:11.648137+00,,,,,,,,,,,,,,,,,MXN,,,
a1099d06-90fb-48b3-9617-812642f1a6d2,Industrias de Envases Typack M,stand_by,,,3ab07d9d-58d6-46af-ab1b-d5020d67fde1,,,,,,,,9916219713,2026-07-08 10:26:32.231365+00,2026-07-08 10:26:32.231365+00,,,,,,,,,,,,,,,,,MXN,,,
80203bf0-d91e-42e7-bf5d-7f6a743ffc0d,Sello Rojo Planta,docs,,,3ab07d9d-58d6-46af-ab1b-d5020d67fde1,,,,,,,,9924474267,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
1574632f-5082-4ac8-a179-e9611ca494a6,Industrias Zahori SA de CV,lead,,,3ab07d9d-58d6-46af-ab1b-d5020d67fde1,,,,,,,,9925538754,2026-07-08 10:26:32.231365+00,2026-07-08 10:26:32.231365+00,,,,,,,,,,,,,,,,,MXN,,,
da579fea-fea8-4477-9225-64c970536064,Red Petroil,lead,,,3ab07d9d-58d6-46af-ab1b-d5020d67fde1,,,,,,,,10672502390,2026-07-08 10:26:32.231365+00,2026-07-08 10:26:32.231365+00,,,,,,,,,,,,,,,,,MXN,,,
cb8d1f1a-8b0b-4dfe-b0de-565efb33150e,Calimax 1ra Etapa,closed,,,3ab07d9d-58d6-46af-ab1b-d5020d67fde1,,,,,,,,11208867673,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
9b4955f2-deac-4ef3-abaf-b1adde41fc29,Calimax 1.1,lead,,,3ab07d9d-58d6-46af-ab1b-d5020d67fde1,,,,,,,,11831761924,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
3b618351-4d9f-4bf1-985d-11ce72567644,Proyecto muestra ariia,lead,,,3ab07d9d-58d6-46af-ab1b-d5020d67fde1,,,,,,,,11883509208,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
f55e153d-6073-417f-9080-87fab04e5d4f,CABI Culiacán SA de CV,lead,,,3ab07d9d-58d6-46af-ab1b-d5020d67fde1,,,,,,,,11883649918,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
ccabf06e-5cc3-4435-82b2-6ae7f08f170e,Pueblo Bonito,forwards,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,18374438419,2026-07-08 10:23:11.648137+00,2026-07-08 10:23:11.648137+00,,,,,,,,,,,,,,,,,MXN,,,
951da8ae-c2a9-41b9-9879-a790fa6b4bbc,Tecnovidrios,earlies,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,18151402419,2026-07-08 10:23:11.648137+00,2026-07-08 10:23:11.648137+00,,,,,,,,,,,,,,,,,MXN,,,
00e13fb9-98ca-4350-ad79-0d831adf5bb4,Grupo Imagen,earlies,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,18029431591,2026-07-08 10:23:11.648137+00,2026-07-08 10:23:11.648137+00,,,,,,,,,,,,,,,,,MXN,,,
8a23d790-0b5b-4987-9a5a-6b3ef36be698,Winclub Casino,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,10729163624,2026-07-08 10:23:11.648137+00,2026-07-08 10:23:11.648137+00,,,,,,,,,,,,,,,,,MXN,,,
1e7d8b32-bebc-466d-8086-c1f942014b48,Centro internacional de congresos Yucatán,earlies,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,11251040291,2026-07-08 10:23:11.648137+00,2026-07-08 10:23:11.648137+00,,,,,,,,,,,,,,,,,MXN,,,
9d1dbb7f-fcef-4d20-9553-3c9d810623ca,Molex de México SA de CV,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,12046202314,2026-07-08 10:23:11.648137+00,2026-07-08 10:23:11.648137+00,,,,,,,,,,,,,,,,,MXN,,,
c89f1753-86c7-405a-b3d4-2cdc3fd80878,Casino Solaz Chihuahua,earlies,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,10014328948,2026-07-08 10:23:11.648137+00,2026-07-08 10:23:11.648137+00,,,,,,,,,,,,,,,,,MXN,,,
2cac8762-7e0b-4364-9cd0-3ea7d5744a8c,Mega Frescos del Bajio SA de CV,earlies,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,18257820761,2026-07-08 10:23:11.648137+00,2026-07-08 10:23:11.648137+00,,,,,,,,,,,,,,,,,MXN,,,
867c7180-67e2-4bf7-a799-6dcfd95354ef,Conservas del Norte SA de CV,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,12046195635,2026-07-08 10:23:11.648137+00,2026-07-08 10:23:11.648137+00,,,,,,,,,,,,,,,,,MXN,,,
bac663d8-7f17-4f85-8f28-59d36c9943fd,Kotobukiya Treves de México,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,11532011144,2026-07-08 10:23:11.648137+00,2026-07-08 10:23:11.648137+00,,,,,,,,,,,,,,,,,MXN,,,
c3b98afb-fcdb-480a-9feb-d746f0a42078,Hotel Armida,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,18388216191,2026-07-08 10:23:11.648137+00,2026-07-08 10:23:11.648137+00,,,,,,,,,,,,,,,,,MXN,,,
73375354-3c4a-4853-8536-c3fd1786bd5d,Señor Pistacho,earlies,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,10033377196,2026-07-08 10:23:11.648137+00,2026-07-08 10:23:11.648137+00,,,,,,,,,,,,,,,,,MXN,,,
b086d8a9-94a2-472b-9412-39bb980d331e,Laboratorios SERVET,earlies,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,18088096392,2026-07-08 10:23:11.648137+00,2026-07-08 10:23:11.648137+00,,,,,,,,,,,,,,,,,MXN,,,
4af9d2c5-df09-4c55-8e7d-ef9191ae500b,Metal Park SA de CV,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,11494609607,2026-07-08 10:23:11.648137+00,2026-07-08 10:23:11.648137+00,,,,,,,,,,,,,,,,,MXN,,,
cb59f17e-93eb-440a-b8ec-32feb278a5ac,Motel Señorial,earlies,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,10963547316,2026-07-08 10:23:11.648137+00,2026-07-08 10:23:11.648137+00,,,,,,,,,,,,,,,,,MXN,,,
507a6970-7792-4f64-9c20-ef747e52ee00,Universidad Iberoamericana,earlies,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,10014739871,2026-07-08 10:23:11.648137+00,2026-07-08 10:23:11.648137+00,,,,,,,,,,,,,,,,,MXN,,,
ca37e274-f636-427a-a7f4-2e3c5a40f86a,Ingeniería Industrial del Pacífico SA de CV,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,10696950083,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
d167cf57-fd60-4f74-8729-483178e0f54b,Real De Minas San Miguel de Allende,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,18056643549,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
b81923ed-54d1-455d-b927-4276a58e341e,Transporte de carga FEMA,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,11609013539,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
34dce23c-3f53-4ec4-b2be-d9d2bf5029ac,El Cerrito,docs,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,10086525050,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
0e317485-a488-437f-a5f7-b900b8657b6f,Smart Plastics de México,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,12045831443,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
d894cafc-5501-4b02-99fd-43d3cd7a67c3,Club de Golf Ceiba,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,10978133455,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
2ac82d9a-c95c-4bd5-90ce-1161dc8544f4,Julio Javier Osorio,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,12046166618,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
577b2ec0-126d-479b-bd04-595c7d599a5e,Gas Silza,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,10726775557,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
8b923d29-ec52-4420-8c6d-a518851dee64,Flexafilm,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,11138190193,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
8414d28e-036f-49e5-a52b-92eac6b8a512,Inversiones Vijas,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,10978539236,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
f169b152-6dc5-469a-aebb-0bc7d7492b78,Grupo de Gimnasios UP Alianzas,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,11024236942,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
65e9429b-1dac-4778-b993-a70e3a444289,Motel Paraiso,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,10909795047,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
2c255fc5-1d7c-4d8a-8316-f66fe1af48ce,Cabo Dolphins SA de CV,forwards,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,18300642675,2026-07-08 10:26:32.231365+00,2026-07-08 10:26:32.231365+00,,,,,,,,,,,,,,,,,MXN,,,
ad99b723-814c-4457-b9ec-59ff3280cf1b,Residencial Lomas AC,perdido,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,10836550671,2026-07-08 10:26:32.231365+00,2026-07-08 10:26:32.231365+00,,,,,,,,,,,,,,,,,MXN,,,
89c98a2c-a2cb-43ee-a2ff-8b04c936e278,Terminal Granos Tultepec,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,18195491929,2026-07-08 10:26:32.231365+00,2026-07-08 10:26:32.231365+00,,,,,,,,,,,,,,,,,MXN,,,
369a30d0-2db8-4ae2-96c4-026df7fa0b2c,Aeropuertos y Auxiliares,earlies,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,2026-07-08 13:14:43.24127+00,18229125955,2026-07-08 10:26:32.231365+00,2026-07-08 13:27:13.688356+00,,,,,,,,,,,,,,,,,MXN,,,
f1e955cc-ea32-4af0-af20-841fba74bff2,Aurum Ortus,lead,,,3ab07d9d-58d6-46af-ab1b-d5020d67fde1,,,,,,,,9914506433,2026-07-08 10:26:32.231365+00,2026-07-08 10:26:32.231365+00,,,,,cfd96189-be46-4926-ae9c-fc2bccae8e19,,,,,,,,,,,,MXN,,,
9246d062-1883-489b-9d1d-56a0602a639a,Inzentrum SA de CV,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,11493971821,2026-07-08 10:23:11.648137+00,2026-07-08 15:58:36.793608+00,,"**Cliente: Inzentrum SA de CV**

- **Giro/Industria:** Fabricación de productos de plástico, específicamente láminas de plástico corrugado.
- **Qué hacen:** Producen soluciones de embalaje y productos plásticos para diversas industrias, incluyendo farmacéutica y de envasado.
- **Tamaño / Número de sitios:** La empresa cuenta con 81 empleados y su sede está ubicada en León, Guanajuato.
- **Ubicación:** Juan Alvarado No. 105, Parque Ecológico Santa Lucía, León, Guanajuato.
- **Por qué serían buen candidato para paneles solares o almacenamiento:** Dada su operación industrial, Inzentrum tiene un consumo eléctrico significativo, especialmente durante el día. Además, su compromiso con la sostenibilidad y la calidad sugiere que podrían estar interesados en reducir su huella de carbono y costos operativos mediante la instalación de paneles solares y sistemas de almacenamiento de energía.

**Señales de venta:** Alto consumo eléctrico y compromiso con la sostenibilidad.","{""at"": ""2026-07-08T15:58:31.654Z"", ""model"": ""openai/gpt-4o-mini""}",2026-07-08 15:58:31.707421+00,7ea97672-68f6-4c06-89ec-35d6f82add55,,,,,,,,,,,,MXN,,,6eb574a7-cb4d-454a-af7d-02eacf179b37
70f2eea3-0e5e-47e5-a098-fd88c5f30d59,UNIV ANAHUAC DE CANCUN S C,lead,,c7c36cc9-0126-40e2-9399-b8cbd2c5a669,,,Nuevo lead vía WhatsApp · whatsapp:+41789349500,whatsapp,,,,,,2026-07-08 15:29:39.624776+00,2026-07-08 15:29:39.624776+00,,,,,,,,,,,,,,,,,MXN,,,
06485826-79b5-4122-bd40-42cc78d4ca8f,Fibra Hotel,lead,,,,,Auto-created from Newman Daily Huddle 2026-07-06,huddle,,,,,,2026-07-08 15:30:26.214472+00,2026-07-08 15:30:26.214472+00,,,,,,,,,,,,,,,,,MXN,,,
5276fbae-e50d-467b-83bf-6ef851bbf805,NAWA,lead,,,,,Auto-created from Newman Daily Huddle 2026-07-06,huddle,,,,,,2026-07-08 15:30:26.214472+00,2026-07-08 15:30:26.214472+00,,,,,,,,,,,,,,,,,MXN,,,
1bcaae26-bea2-44af-919e-5f5059634955,Tulum,lead,,,,,Auto-created from Newman Daily Huddle 2026-07-06,huddle,,,,,,2026-07-08 15:30:26.214472+00,2026-07-08 15:30:26.214472+00,,,,,,,,,,,,,,,,,MXN,,,
aa870e4f-3f75-4165-a9a8-72b07822d81e,GEEP ( Pepsi ),lead,,,94665966-e6b1-4f2d-950e-88c0385a9b33,,,,,,,2026-07-08 22:04:14.188323+00,12111213541,2026-07-08 10:23:11.648137+00,2026-07-08 23:29:20.246025+00,,,,,,,,,0.006,,,771228,,,,,MXN,,,
1dff85e8-7419-4b82-bbbe-acf7963d756b,PRODUCTOS CHACHITOS SA DE CV,lead,,02419cc8-3043-4fe5-861b-e73de93a09a0,,,Nuevo lead vía WhatsApp · whatsapp:+5215519888845,whatsapp,,2026-07-08,2026-07-08,2026-07-08 18:32:07.652157+00,,2026-07-08 17:19:58.016264+00,2026-07-08 18:32:07.652157+00,,,,,,,,,,,,,,,,,MXN,,,
e6c02b64-2587-40fb-b72e-0bedb94387db,LaComer,lead,,,94665966-e6b1-4f2d-950e-88c0385a9b33,,,,,,,,12111203245,2026-07-08 10:23:11.648137+00,2026-07-08 10:23:11.648137+00,,,,,fb4b436c-a428-44d0-b917-fe872502991f,,,,,,,,,,,,MXN,,,cfa2e6b5-8e8e-4897-8105-3bee86ecfce1
f3e6a678-9731-46c7-ae16-24c964aca3ab,Calimax,lead,,,94665966-e6b1-4f2d-950e-88c0385a9b33,,,,,,,,12111225403,2026-07-08 10:23:11.648137+00,2026-07-08 22:36:53.065592+00,,,,,,,,,,,,,,,,,MXN,,,
d4f6ddf6-8dd4-42ee-b727-85b2285e3efe,Pueblo bonito,lead,,,94665966-e6b1-4f2d-950e-88c0385a9b33,,,,,,,,12111204820,2026-07-08 10:23:11.648137+00,2026-07-08 22:36:53.065592+00,,,,,,,,,,,,,,,,,MXN,,,
ac832867-7a23-4010-8d6c-8e39be0a6667,Combustibles Mar de Cortés,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,10696555954,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
80c55427-1f4d-413e-9284-6c213ae03680,Centro Educativo Latino,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,10978643952,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
63590cdb-e329-42bd-8d77-c730f3fa6b03,Seguro Social,lead,,,,,Auto-created from Newman Daily Huddle 2026-07-06,huddle,,,,,,2026-07-08 15:30:26.214472+00,2026-07-08 15:30:26.214472+00,,,,,3c1f3011-7278-4085-80f5-84119913e922,,,,,,,,,,,,MXN,,,410f6049-da6e-486f-90ab-4eb51cca7530
94e8e4d4-83d8-49a7-9288-8106fdf5d763,La Comer,lead,,,,,Auto-created from Newman Daily Huddle 2026-07-06,huddle,,,,,,2026-07-08 15:30:26.214472+00,2026-07-08 15:30:26.214472+00,,,,,ed5394b8-ab43-491f-a4a5-88f09847e6b1,,,,,,,,,,,,MXN,,,f6e08363-1ffb-4db0-be4c-1eb978c0f48d
ee8d531b-fe05-4b68-8719-1cc2c4b6a7b0,Abastecedora de Productos Naturales,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,12046164311,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
b19b9af4-5e3e-4279-b80b-2f8abffbb4f3,Centro Deportivo Israelita,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,10909761493,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
b447705f-fa67-4e04-b051-676ae1194360,Asfaltadora,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,11447058899,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
bb045770-9f16-4c93-a0a5-145f23091c0e,GTU Mérida,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,11052464790,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
f043e901-5869-40b9-826b-a8c0e4b6dbc4,Congeladora Altamura,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,12194220551,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
9ef3894d-ac1a-4afe-af2c-d80f30faeefd,Vantex SA de CV,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,12194603029,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
e042a12d-56de-4d45-92c2-18afa0a29d1c,Leche 19 Hermanos,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,12194363029,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
322e361e-1fcb-401a-88b5-1ae0ca1ff70b,Offshore Techservice,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,12457244062,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
adc343e4-3283-413d-b409-06b89e17a4cf,Agricola Guiterrez,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,12457310466,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
7290f466-695a-406d-8c4d-8c053058e3dd,Casa Santiago Fernández,closed,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,18386953800,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
c939b442-ef52-44dc-88e6-6511ba303e81,Alfa montes,closed,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,18389733421,2026-07-08 10:24:58.040186+00,2026-07-08 10:24:58.040186+00,,,,,,,,,,,,,,,,,MXN,,,
841feb62-f824-4564-acf3-08575919bf89,SACSA,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,18027687535,2026-07-08 10:26:32.231365+00,2026-07-08 10:26:32.231365+00,,,,,,,,,,,,,,,,,MXN,,,
555ab8a1-214f-4510-9bb9-b5679aab7bf5,Agricola GAF,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,10726700555,2026-07-08 10:26:32.231365+00,2026-07-08 10:26:32.231365+00,,,,,,,,,,,,,,,,,MXN,,,
0c92e8ff-7b87-49f3-bdd4-402f1666ad94,Pesquera Marzar,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,10704781397,2026-07-08 10:26:32.231365+00,2026-07-08 10:26:32.231365+00,,,,,,,,,,,,,,,,,MXN,,,
d440bf23-c565-4947-9272-e984f0446186,Brunneli Inmobiliaria SA de CV,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,18357451955,2026-07-08 10:26:32.231365+00,2026-07-08 10:26:32.231365+00,,,,,,,,,,,,,,,,,MXN,,,
b151ca92-3096-4d12-8b29-36a7e9ad3240,SPR de RI Guicurim,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,18195515392,2026-07-08 10:26:32.231365+00,2026-07-08 10:26:32.231365+00,,,,,,,,,,,,,,,,,MXN,,,
2623b0f2-ab94-4e85-aeb1-4e0ce8b25514,Corp Ultra Gym and Fitness,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,10021447780,2026-07-08 10:26:32.231365+00,2026-07-08 10:26:32.231365+00,,,,,,,,,,,,,,,,,MXN,,,
ba35e618-dbfb-49e8-bd0d-d614197afd00,Cojab Ambe Jacobo,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,18388144319,2026-07-08 10:26:32.231365+00,2026-07-08 10:26:32.231365+00,,,,,,,,,,,,,,,,,MXN,,,
d18d4eda-81d8-4b47-b7db-1101fb088b00,Xu Cheng Sophia,lead,,,5e994892-5075-4470-9361-fbf20b6247a4,,,,,,,,18388143278,2026-07-08 10:26:32.231365+00,2026-07-08 10:26:32.231365+00,,,,,,,,,,,,,,,,,MXN,,,
